Username,Location,Date,Reviews,Rating,Review Titles
John Nocon,AE,2022-11-04T16:55:35.000Z,"I wanted to amend my policy for upgrade of my coverage, but have not got any response so far.",5,Very impressive customer service
Fabiana,SI,2022-11-01T09:30:55.000Z,I've always had excellent experiences when making claims with Heymondo. Their costumer service is also excellent!,5,Easy
Daniel,ZA,2022-11-01T05:04:31.000Z,"I got your insurance for my son in case he gets covid. But according to the chats of the people who talked to agents on WhatsApp, you keep changing the policy..it’s so unfair and weird. If you act like this, who will make contracts with Heymondo?",5,Efficient and quick
Pippa H,ZA,2022-10-31T07:19:07.000Z,"In the process of signing up for insurance, installing the app, and logging in, we asked a lot of questions through WhatsApp. Thank you so much for doing your best to answer",5,Quick and efficient
customer,US,2022-10-28T23:27:04.000Z,My passport number is M66220297.I purchased insurance through Heimondo but have not yet received a confirmation email.I wish I could get a confirmation email sooner.,4,multicountry
GP,US,2022-10-28T08:40:01.000Z,1st. I Saw that I can possible to ge 5% off. but I can not  discocounted... there needs some massages2nd. As I am a foreigner I needs English App too Find easily. I just find Spanish version only.,5,Easy to Use
Sole Irigoyen,US,2022-10-27T18:37:50.000Z,Great customer service before I bought my insurance and a great policy. Thankfully I didn't need it but very easy to buy.,5,Professional!
customer,GB,2022-10-27T17:13:44.000Z,Easy to use and reasonably-priced.,1,I was trying to change the travel date
US Traveler,US,2022-10-27T02:03:52.000Z,"I'm looking forward to Heymondo, which allows me to travel safely with the best Insurance.",5,Your website stated trip cancellation would be based on certain conditions
DSM USA,US,2022-10-23T18:18:23.000Z,"Heymondo insurance is perfect! I love this insurance, so I gave up all the other insurance policies!! Thank you so much💕",3,No Longer offer Annual plan to over…
Daniela Venegas Navarrete,SE,2022-10-23T10:21:19.000Z,This insurance was chosen because it has the widest range of insurance coverage for COVID-19. Thank you for allowing me to travel with confidence.,1,Horrible
Nico Banu,AT,2022-10-23T05:44:20.000Z,Thank you. Good.,5,Communication was very good.
Mister Ray,US,2022-11-09T11:32:31.000Z,Very convenient. CV-19 coverage.,1,They’re great…until you file a claim! Then you’re worthless!
Snaver,US,2022-10-21T00:55:34.000Z,your site is useful and simple for purchasing insurance,2,Lowering the age for Long Stay…
Matt Byron,MM,2022-10-20T23:35:21.000Z,"I didn't receive confirmation email at first, I got a reply two days after I sent request email.",5,t was easy to use the web site
customer,CA,2022-10-20T17:06:41.000Z,helloThe reason why I gave it 5 starsKindly answer any questions you may have before signing up for insuranceDetailed policy explanations and compensation coverage are provided comfortably during the travel period.I was satisfied with the policy that was made to be enjoyable.,5,Great Policy
customer,IL,2022-10-14T23:28:58.000Z,First time I make travel insurance in this company. Very easily I make this insurance.,5,Brilliant customer service This is my second time buying from you…
Federico De la Cruz,AR,2022-10-13T17:54:58.000Z,It is easy and simple. really good,1,Terrible experience
Jose Torres,US,2022-10-13T02:53:44.000Z,nothing to tell,5,Excellent service and easy platform
Rick,GB,2022-10-09T14:25:47.000Z,"I think I wrote the wrong e-mail when I signed up for insurance.So I can't check the insurance subscription information on the homepage because I didn't receive the confirmation code.I can't check my insurance information because I couldn't log in because I couldn't check the code, is there any way?",5,Fast and simple to use
Viviana Andrea,US,2022-10-09T02:30:42.000Z,"Was so busy preparing for my trip I forgot to purchase insurance before I left . My usual company suggested I use heymondo as my insurer could not cover me once I left my home country.  So I followed their advice , and found heymondo  Quick, easy & no problem- I got my cover . Appreciate it & hopefully don’t  need to contact them due to issues.",1,This company is a SCAM!!
Brendan,UY,2022-10-08T17:28:55.000Z,Thank you. I hope you would help me.,5,Overseas peace of mind
Giancarlo Tealdo Fernandez,CL,2022-10-05T19:21:19.000Z,thank you. very good service,5,Thanks a lot guys
Florina Stan,RO,2022-10-04T09:59:53.000Z,"Since our daughter's ID card had expired and we only noticed this after having bought the insurance, we had to request a new card from the city council. So just one week before setting off we got the new card and unfortunately the card number was not identical to that on the policy.Luckily, this was not a issue for Heymondo, who sent us an updated policy promptly. Great service!",5,Very easy to navigate through the site
Sandi,US,2022-10-01T20:35:06.000Z,Easy to sign up and get a reasonable quote for travel insurance abroad.  I hope we don't have to use it!,5,Great price & Easy to understand
customer,PL,2022-09-30T13:33:09.000Z,It's extremely hard to contact with CS. Guess I just wasted my money.,1,No way to make a password and thus…
customer,MX,2022-09-30T02:55:55.000Z,Thank you for offering me a worry-free trip.,5,Fast as answering my calls and sending…
customer,ES,2022-09-29T18:53:39.000Z,Great no probs at all,1,Change of age policy by Heymondo
customer,US,2022-09-28T09:38:39.000Z,It was very easy to buy the insurance and very easy to get the aplication. Until now it was a great experience,1,Charged me $100 more than what website said
ALEXIS GONZALEZ,CA,2023-02-09T18:44:05.000Z,Good insurance for the price.,1,They are totally dishonest
Deborah Farrell,US,2022-09-27T15:54:04.000Z,From a friend she referred me this travel insurance that is nice and reliable.,5,Their apps is easy to use really a user…
Taryn Young,ZA,2022-09-25T08:50:24.000Z,"I am a customer of Heymondo for some months now, and I have only very good words to say about them. Their service is very helpful, almost immediate responses which makes you feel confident and secure. A special and big thank you to Giuseppe!",4,Great easy experience yet...
Robin,CA,2022-09-25T03:47:57.000Z,They are so kind! Thank you,1,The page timed out and I was double charged
Ale,US,2022-09-22T18:27:37.000Z,Quick feedback. Good.,1,Deflects issues to customer
Mathias,CL,2022-09-22T17:31:51.000Z,GoodThank you,5,Real experience using it
Cynthia,HR,2022-09-21T18:07:17.000Z,Very easy to organise travel insurance for a fishing trip. Quick and not too expensive.,5,Just purchased
Zhanina Spasoba,GB,2022-09-20T23:50:55.000Z,Been a client since 2020.My go to insurance for all my travel requirements,5,Easy to book and navigate
Daniel,GB,2022-09-18T16:39:13.000Z,Great service. But i hope not to use my insurence :),5,Is a good opption when travelling…
BowdenLeanne,US,2022-09-18T13:29:20.000Z,Thank you for making it possible to travel with confidence through easy registration.,5,Extremely easy to use website
R Holland,GB,2022-09-18T11:40:59.000Z,Great! i’ll expect our trip with heymondo!,5,So Easy but wish the age wasn’t limited.
Deb,US,2022-09-18T05:34:50.000Z,Easy to buy and fast response from the team,1,APP DOESN'T WORK
customer,TW,2022-09-20T10:59:18.000Z,The service was fast and the customer service helpfull,3,No Replies
Joe B,US,2022-09-14T16:51:56.000Z,GOOD GOOD GOOD,5,Great service
Mayra,MX,2022-09-14T16:30:37.000Z,"It was easy to sign up. Also, I thought it was very good that there was a COVID-19 quarantine subsidy.",5,Awesome page .
SueSpain,US,2022-09-14T10:21:10.000Z,I really liked the simple procedure and the quick progress Thank you.,5,Easy to purchase
Furqan Nanji,US,2022-09-21T17:25:18.000Z,"Great, as usual!",1,I filed a claim for delayed luggage and…
Stephen,US,2022-09-13T15:46:13.000Z,Regards Giuseppe's counseling is so kind and fast.I was able to understand the coverage of insurance without panicking. thank you.,5,Easiest Transaction
customer,NO,2022-09-13T04:30:40.000Z,"I have used Heymondo for two years consistently, never had a claim, never had a problem.Suddenly, with no explanation, when I go to renew, I find that I am ineligible. When I enqure, they tell me they have unilaterally changed their conditions, they are sorry, and thank you for my trust in them.Trust?I don't think that is how a company creates trust.I have found a better, cheaper alternative, and I suggest you do too.",2,Not working as it should
Paul Ohlrogge,US,2022-09-12T18:18:38.000Z,I was worried about COVID-19 during my trip to GuamI have an insurance policy called HeymondoI'm so happy before I go to Guam ^^,5,Just signed up and very easy to do
Raluca Catarama,GB,2022-09-10T15:21:01.000Z,Everything was excellent except the language. It was quite frustrating until the the language of the app transformed from Spanish to English.,5,First time buying a travel inssurance…
customer,ID,2022-09-10T07:14:00.000Z,Very easy to sign up multiple people at once. Very quick!,5,Seamless booking
customer,MX,2022-09-09T18:49:29.000Z,"24h customer service is not working..I need 24hours chatting system..At least, email reply should be sent in 24h.",5,Booking was easy but the real review…
customer,US,2022-09-08T19:40:19.000Z,"They do not pay claims!  Do not use under any circumstance.  They are the worst travel insurance company in the entire world.Update July 19, 2022 - They send me email saying that food was not covered and that all my receipts had to be in Euros - They are just making stuff up now. They are the worst. On the 17th I sent updated information and it has been two day and no response. Don't believe they will get right on it.",2,Difficulty using a payment card
MARY ANNE,US,2022-09-06T03:14:17.000Z,Very easy to buy your traveler insurance.,5,Easy
Ibolya customer,HU,2022-09-05T09:20:57.000Z,"In downloading the app it is asking for a password, however, a password was never created when purchasing the insurance.",5,"Fast,correct and helpful customer service"
Robyn,ES,2022-09-04T21:02:53.000Z,Easy to purchase. Coverage is comprehensive.,5,Heymondo is an accessible resource for…
Julia Dimas,US,2022-09-04T07:01:16.000Z,I was so relieved that I was happy to have an efficient insurance. Have a nice day. 2022. 7.8. Lee kang-mi.,5,I thank you so much for your services.
Tamara,ID,2022-09-02T14:16:37.000Z,User friendly site; good price quote,5,"So far, so good"
hquizzagan,PH,2022-09-02T09:28:04.000Z,Very easy to sign up the insurance. And I hope it's easy to be guaranteed,5,It was very quick and the purchase was…
Lamptey,CA,2022-09-01T05:05:15.000Z,It’s good to know you Heymondo.You made my travel complete!,5,Very Good Policy
customer,RO,2022-08-31T11:22:46.000Z,I purchased insurance several times with Heymondo. Always a good experience. Now I tried to buy single trip insurance and found out they are no longer selling policies  to anyone over 49 years of age for travel more than 30 days. Sad that they are taking that approach. Those of us in our 50’s or 60’s could pay a bit more in premiums rather than cut us out completely.,4,I do not have an option to review my…
Sajjad,PK,2022-08-30T21:46:26.000Z,we are Italians and everything was very clear and user friendly.Well done !!!!!,5,Excellent Service
Jon G,GB,2022-08-31T12:03:58.000Z,the contents of insurance is very satisfying.but I cannot receive the email with verification code.,5,Refund given
Tom Henry,DE,2022-08-29T12:25:24.000Z,"The purchasing experience was easy, but as I haven`t had my trip yet, I do not know about the actual insurance experience with Heymondo. I can only hope it is as good as the travelling site that recommended it.",5,excellent service and I want recommend…
Suzaki,AT,2022-08-26T12:31:02.000Z,I purchased this insurance on a recommendation from a travel blog.  It was cheap for the coverage provided but I  didn't have to use it so my rating is based on the purchase price and ease of purchasing.,5,I used this travel insurance company…
Lacey,US,2022-08-25T09:20:29.000Z,"Purchase process was great!  Hopefully we won’t need it, but piece of mind to have it!",5,Easy and now I have insurance for my…
Beth Wilderman,US,2022-08-25T01:14:06.000Z,Easy process and efficient claims process.,5,Trip to Europe
customer,DE,2022-08-24T13:17:39.000Z,"Web site works well. Have not had to claim yet, so no idea whether the policy's worth having.",5,easy to navigate
Mr Fonda Valakos,GR,2022-08-21T08:11:39.000Z,Turn around time on service request was very quick to meet my requirements.,5,Very good 👍 very easy to use
TM,GB,2022-08-20T12:07:26.000Z,"I ordered insurance but there has been no way to download the app. They ask for a password which is not provided. When you click ""forgot password"" they say they send an email, but no email arrives. Spam was checked and nothing. It's the correct email because the policy was received. When I tried to use the phone number provided for whatsapp, it says you are not accepting calls.",5,good experience
customer,US,2022-08-19T20:22:41.000Z,"I purchased this after searching for months for travel insurance. I had a piece of damaged luggage when I returned home. I submitted all the documents except a PIR report ( which customer service said the insurance carriers might request) I received a response from the insurance saying because I didn't initially supply the PIR my case was closed, but if I got one it could be reopened. I went to the airport and got wgat they say is a report. Gave that information again to customer service and the insurance person. After several emails being bounced around no one from insurance is responding. Customer service says resend emails. Emails are bounced back as a failure to send. I can't imagine if there was a more urgent claim besides a damaged piece of luggage what would happen. Yes the purchase was fast and easy, cost was good and peace of mind but if you have a claim BEWARE! I will never buy this insurance again they are located in Spain which I didn't know. I'll by something from a US company. UPDATE: I send all my emails now to customerservice AND insurance. There is still no resolve 4 weeks later. At least I'm getting responses, but they  keep requestinga this PIR report. Which is different from what the airline gives me as a report. The 1 piece of documentation they want( out of the 12 photos already sent) is different I guess in Spain than what the USA airlines give you. The airline gave me 2 documentation in emails. Not good enough for them. That includes me driving to airport/contacting airlines by phone 3 times. I'm done UPDATE: well they finally acknowledged one of the 2 airline reports I've  sent( about 5 times) is correct. NOW they want another document which i have sent 3 times. They really are dropping the ball. At least I get a response everyday now, even though its redundant.Last UPDATE, So after months of back and forth they finally decide to pay me $50. BUT wanted my bank information to do a wire transfer. WHAT you think I'm going to give you my bank info after all this. The transfer costs me $15. So my net would be $35.  Then after going to the bank and all the paper worked involved I told them nevermind. Then they said we can give you the full $50 back on the credit card you bought the insurance on. Why go through all this. When you put a claim in with documentation, pay the people. That's why they buy insurance.",5,Easy application process.
customer,RO,2022-08-18T23:01:03.000Z,Easy to use website with all the information I needed.,5,very fast and easy to use.
WAQAR KHAN,AE,2022-08-18T19:33:01.000Z,"I recently filed a claim with HeyMondo after a cancelled flight. They said the only way they are able to reimburse me is if I share my bank account details over an insecure email. I reached out to management to see if there was another way, they gave me a number to call but it is an international number so it’s been difficult to reach them. I am disappointed that they do not offer a more secure way to transfer money.",5,it's really awesome
Neville Mosley,US,2022-08-18T14:43:40.000Z,"Great website, very easy to navigate.Responsive customer service:  all questions were answered promptly and professionally.The only reason for four star review is getting a different explanation from two agents.",1,Do not use this company
DEBRAI SHACKELFORD,US,2022-08-17T09:57:00.000Z,"Reasonably priced, easy to use app.",5,An excellent experience
customer,US,2022-08-15T23:14:00.000Z,I had an issue but worked it out.,5,Easy and seamless
customer,RO,2022-08-14T08:17:03.000Z,Very easy to select coverage and sort through options and I think that the coverage is also very affordable.  Overall a quick process to review and choose what's right for me in my upcoming travels.,5,Everything was straight to the point
Milly A.,PR,2022-08-14T00:06:45.000Z,"Easy to buy, seems like a nice company, of course haven't used the insurance but still a good feeling",3,It was difficult using your site
Daniel Lish,US,2022-08-12T02:42:36.000Z,"Excellent service, I requested to assist me with a mistake I did on my personal information and they responded promptly solving the problem. Thank you.",5,Responsive and Great Coverage at Below Market Prices
Jackson Joly,CA,2022-08-11T21:54:23.000Z,"I had a great experience with HeyMondo. Thankfully, I did not need any kind of insurance throughout my trip. However, before leaving, with this being the first time I have ever purchased travel insurance, I had many questions. Customer service was fabulous and very hands-on & helped me prepare, make decisions and give me a peace of mind.",5,Good Experience
Debbie,CA,2022-08-11T21:12:02.000Z,Great price for coverage offered !  Thanks for making a dream trip affordable!,5,We had excellent service and bought…
Tatyana,US,2022-08-10T00:02:35.000Z,"Heymondo seems like a great travel insurance company.   It specifically spelled out that Covid related expenses would be covered and it was a relief to know that while on my Cancun vacation.  Fortunately, no one in our travel party got sick so we left Mexico as planned.  Accordingly I can not comment on the customer service I would have received if I needed to use the insurance.",5,Received advice for medication for a…
Tigger,SG,2022-08-09T11:09:55.000Z,Fast  and officiants,1,Heymondo is total waste of money and…
Eugen Cassius Moldovan,GB,2022-08-08T20:42:10.000Z,Excellent customer service.,5,Great
taebum,KR,2022-08-08T06:06:54.000Z,"Excellent interface with assistants that responded all my issues and helped me to do a better choice. It should be better if the platform could offer an on line chat, but the speed for mail responses seems ok.",5,"The best way to use this Heymondo,"
Mr Popia,GB,2022-08-07T11:59:59.000Z,Quick and easy website and a very favorable quote.,5,I have a fresh insurance policy from…
Gréti Medgyesi,HU,2022-08-06T17:00:14.000Z,I would recommend them as they provide the best service and booking made it easier.,5,No injury happened no experience app is…
Zsolt Jozsef Horvath,HU,2022-08-06T09:57:58.000Z,"The website is glitchy, won't load, and loses the information. It seems to go down at times and will never let you complete your policy purchase.The policy and numerous options are great, but you have to spend way too long retrying your purchase attempt for it to ever go through. If there is a website issue, don't waste a customer's time by not just saying there is an issue. And we also have no idea if our policy went through or not and if we are making numerous purchases. I had to contact my credit card company to make sure only 1 policy went through.",5,I was satisfied with everything
SPmerriam,US,2022-08-06T01:21:44.000Z,"Very easy, good value and trusted .",5,Quick
customer,US,2022-08-05T22:37:42.000Z,"Very affordable cover, easy to use, helpful and prompt with replies.",4,Myriam was great answering all my…
Duchan Kim,KR,2022-08-05T10:45:28.000Z,It was very easy. The booking was easy. The only thing I am interested in is if I need cover whilst overseas does it deliver,4,I uninstalled the app the way you…
Lynda,US,2022-08-02T20:36:52.000Z,"I didn't have to use the service, but it felt good having peace of mind if something had gone wrong on my trip. It was easy to sign up, and review the policy offers.",3,49 year-old age limit on single policy?
customer,ID,2022-08-03T03:11:30.000Z,Thank you very much!,4,Only issue is I could never reach…
Anonymous,AU,2022-08-01T13:18:20.000Z,"This will be my first time purchasing travel insurance. Heymondo had great reviews and a solid word-of-mouth reputation, so I decided to check it out. The website is user-friendly, competitive coverage and rates, and good add-on options. Hopefully I won’t need it, but at least I feel assured by the excellent coverage I purchased. 😊",5,Travelling in the time of Covid can be…
customer,GR,2022-08-01T15:10:52.000Z,very simple and easy to purchase,3,I am trying to connect to the web site
Eugene G.,US,2022-08-01T07:07:20.000Z,Great!Fast and easy as well.,1,Beware
customer,GT,2022-07-31T20:54:29.000Z,Process was quick but having issue accessing via app as no verification code is coming to my email.,4,I am glad I have insurance
Costumer,GB,2022-07-29T21:30:05.000Z,"Easy to setup.I was looking for a policy that primarily covered covid quarantine (just in case) and then would cover a replacement airline ticket home.My budget for this was $80US and Heymondo met the requirements and thebudgeted price.All the other policies wanted to provide high insurance limits for things that I did not need, like major medical costs.Thanks!",5,Great value and efficient service
KK,IN,2022-07-29T18:27:48.000Z,It ticked almost all the boxes for me.Provides a high coverage + also includes most aspects a traveller looks for.It’s not that cheap but not as high as some others that I liked.,5,Amazing customer response
customer,KR,2022-07-29T02:40:19.000Z,Everything was ok but in payment process I didn't receive the OTP which is strange((,2,The guarantee of insurance was good but…
customer,PR,2022-07-29T00:50:44.000Z,Easy to use.  Hoping we don't need it.,4,Fast and easy.
Saumitra,ES,2022-07-28T09:50:27.000Z,"Soon after I purchased my policy, I realized I put in the wrong starting date. Being that this company is located in Spain, I did not want to call directly. Instead I opted to send an email, as that was one of the contact options. I sent an email explaining the situation and have not received an answer or even an acknowledgment of my email. I will be traveling in a couple of days and very disappointed that this matter was not addressed and rectified. I know I would most likely. be required to pay extra to rectify this issue and am willing to do this but there has been no response whatsoever! Very disappointed with this company.",5,Flawless Service and Claims Settlement!
Wendy,MX,2022-07-27T23:00:44.000Z,Simple to navigate and probably one of the most user friendly sites to read and understand terms of the policy.,5,Online response
customer,KR,2022-07-26T14:57:16.000Z,Excelemt and very good,4,The heymond support team helps me
Carmelita J. Finn,US,2022-07-26T02:05:27.000Z,Easy process.  Hopefully I don't have to use it at all.,5,After my husband applied for my travel…
Mónica Henriques,PT,2022-07-25T12:40:55.000Z,Quick and easy enrollment! Reasonable price.,5,Great experience
han seol,KR,2022-07-25T10:49:01.000Z,"Easy, simple - 5 stars thereFar more expensive than what was indicated on the initial information for a single healthy person, annual policy.  Lost a star for cost-to-value ratio.",5,고객응대
Customer,AE,2022-07-25T10:45:20.000Z,"Hello:  It took me 4 attempts to finally purchase the policy (I was getting a message ""Error generating the policy"")All good nowThanks",5,Best insurance I could find on the…
customer,JP,2022-07-25T06:57:14.000Z,"You have to read the exclusions first to be sure of what’s covered - pre existing conditions NOT covered, for example - and that takes a few pages to click through.  But otherwise easy process and helpful that you can get cover whist already away.  Not had to claim - and hope I don’t!  But that would be the real test, I guess.",5,easy to join
customer,KR,2022-07-25T01:33:20.000Z,I needed a new insurance while still travelling and heymondo was able to provide me with coverage.,5,NICE.
mr cha,KR,2022-07-24T23:24:35.000Z,"Easy, quick and affordable.",5,It is  easy  to join insurance.
customer,RO,2022-07-24T17:26:13.000Z,Easy and hassle-free purchase. Thanks,5,Review
Mr. john huxted,GB,2022-07-24T16:18:37.000Z,"Easy to use site, with clear descriptions of coverage and exclusions, and a very competitive price. Answered all my questions and exceeded my expectations.",5,Easy website
customer,CA,2022-07-24T16:02:29.000Z,Your website was super easy to navigate and your coverages were excellent!,4,Haven’t had to make a claim but the…
kathykate,SK,2022-07-24T12:39:57.000Z,All great so far!,1,Waste of money
GYEONG,KR,2022-07-24T08:56:33.000Z,"This is South Korea.I was vaccinated against COVID-19, but I have never been infected.I thought about whether to choose insurance that supports Korean or heymond.However, he chose Heymond to prepare for a possible situation.In Korea, rumors have spread that Heymond is slow to respond.I was very worried, but unexpectedly, I received a feedback mail quickly and felt good about the kind email.",5,Thank you for your kind reply.
Terry,KR,2022-07-24T08:23:07.000Z,"It is the best travel insurance that I know of thus far, affordable, easy and simple to use and search for. I will certainly recommend the company to family and friends. It certainly has the potential to be the leader in the field.",5,Very quick and convenient
customer,PL,2022-07-23T17:51:56.000Z,"There doesn't seem to be a lot of information about cancelled or delayed flights, which happened to me twice. When asking help from doctors they didn't ask where I was, were pretty dismissive and refused my picture when I wanted to send one because I was bitten by a dog.",5,Great service thanks.
Yongkyun Kim,KR,2022-07-23T05:18:18.000Z,"Great website, easy to use, transparent information!",5,wonderful !
customer,KR,2022-07-23T02:33:57.000Z,"I appreciate that the application process was very simple. The general terms of thempolicy are laid out in simple, easy to understand terms.One issue that wasn’t clear to me was whether the policy covers change fees in airfare should I not be able to make my scheduled flight due to illness. Also the dates the policy covers is in European format (day/month/year).  I mistook my policy coverage dates as incorrect due to this.",5,Think you so much because of your guide…
customer,US,2022-07-22T20:40:22.000Z,"New to this company and so far, so good.Leaving for Europe for two weeks and multiple cities and country.I hope everything is in the right direction in terms of customer satisfaction.I will post again a review after our trip starting next week.",5,Easy to use and lots of options for any…
ron,US,2022-07-22T18:08:50.000Z,"I asked to change spelling of name, and received immediate response and updated document. Thank you!",5,Quick response to my questions
Dennis Swank,US,2022-07-22T17:29:04.000Z,"very good ,im happy with my decision",5,Thanks
customer,KR,2022-07-22T15:25:50.000Z,"Excellent coverage, cheap insurance",5,Thank you for your kind and clear…
customer,KR,2022-07-22T14:23:51.000Z,"Quick, easy, and affordable coverage.",5,Heymondo can prevent possible risks…
Surinder Mekwana,GB,2022-07-22T13:21:03.000Z,Its the second time I use heymondo to travel and Im really happy and satisfied.,5,Easy to use website
seung yeop,KR,2022-07-22T09:13:28.000Z,Services are all good. People are  professional. I could not ask for more.,4,Easy signup instructions
customer,KR,2022-07-22T05:28:44.000Z,great service and very good rates. Highly recommended,3,I wanted to amend my policy for upgrade…
Elias Mercado,ES,2022-07-21T15:10:28.000Z,Fast and with good price. nfotunately multi trips is available up to 49 year old travellers.,5,I've always had excellent experiences…
HJ Kim,KR,2022-07-21T14:29:11.000Z,"No phone contactv that is the one draw back  but Giuseppe is the very best customer care ever .LONG STAY & MULTI-TRIP = 49 years oldBASIC, MEDICAL, TOP & PREMIUM = 69 years oldGiuseppe Del BuonoHeymondo Customer Service",1,I got your insurance for my son in case…
customer,US,2022-07-21T14:12:51.000Z,"I contacted Heymondo on 2 occasions with general questions regarding their different policies and general conditions. Both queries were answered promptly, and provided clarity. I have since purchased a policy for one trip, and am in the process of purchasing a policy for a second trip. I am ineligible, due to age, to purchase an annual policy, which was what I was hoping to do. There are different age limits for different policies.  Today, I submitted a specific question regarding my situation with the second trip, and am awaiting a reply from Heymondo.",5,Excellent service & easy to use site.
customer,KR,2022-07-21T12:15:41.000Z,"Very easy to apply and obtain travel insurance. Gave 4 stars for this. Price is towards the upper end and haven't had time to complete a line by line check of their cover versus other providers. So selected heymondo based on trusting the reviews. Will see how things go in the event I have to make a claim (hope not). But so far so good, including their chat line customer service who corrected a mistake I made - loaded my passport number incorrectly. Try them.",5,answers to questions
customer,KR,2022-07-21T11:17:09.000Z,"I incurred $400 in meals, lodging, and transport over the course of two days due to a travel delay and the carrier only paid out $216. Not worth the hassle of submitting receipts and many emails back and forth with carrier to only see half of my eligible expenses covered.The insurance company never provided a justification for the “Hotel breakfasts”, “Meals” and “Transportation to the airport” that they decided not to cover, again, despite multiple emails back and forth. Could I also spend hours on the phone with multiple layers of management to get this resolved? Yes. But ultimately, it's not worth my time and these companies know it. I'll never buy travel insurance through Heymondo again.",1,My package does not arrive
customer,KR,2022-07-21T08:18:42.000Z,"Easy to use, no form with dozens of questions to complete, competitive rates.",5,Thank you for nice service
customer,KR,2022-07-21T04:36:42.000Z,It would be nice if you offered the insurance also to people older than 69 years. In special as seniors are travelling more and more in the last decades.,1,I can not  discocounted
customer,KR,2022-07-21T04:11:42.000Z,"Easy, simple and affordable!",5,Easy accession procedures
A customer moving from England to continental Europe,FR,2022-07-21T00:35:57.000Z,Very simple procedure to arrange travel insurance.  Good value,5,Great customer service before I bought…
"Jim Z. - Cape Cod, USA",US,2022-07-20T17:18:06.000Z,Love this site. So easy to use.,5,"Hey Mondo, you're easy to use and reasonably-priced."
HEESOO KANG,KR,2022-07-20T16:40:08.000Z,Useless. Don’t bother buying insurance through them. Just check with your credit card company as to what they offer.,5,best Insurance
JEONGIN CHOI,KR,2022-07-20T16:33:51.000Z,The information on website is clear and the site is easy to navigate.  The process for purchasing travel insurance was straight-forward and easy to use.,5,!!Heymondo insurance is perfect!!
jiho,KR,2022-07-20T15:29:15.000Z,"resonable price for the insurance cover, however the mixed up of my destination is disappointing.",5,This insurance was chosen because it…
customer,KR,2022-07-20T14:10:28.000Z,Good daycan i extend my travel insurance?thank you,5,good good good good
customer,KR,2022-07-20T13:07:17.000Z,"It was hard to contact you, but I sent you an instagram message, but I got a quick guide So I was able to pay the travel change insurance again Next time... I'll leave a review after the trip",5,It was good and simple to use.
customer,KR,2022-07-20T11:12:57.000Z,Quick and easy insurance application with various customisation choices.,5,good
customer,KR,2022-07-20T09:17:00.000Z,ALWAYS GET FROM HEYMONDO. GOOD POLICY AND EASY TO BUY,5,Very convenient
customer,KR,2022-07-20T07:31:09.000Z,I am overall happy  with your service. You corrected mistake with my birthdate promptly. I am satisfied with your service so far.,5,your site is useful and simple for…
customer,KR,2022-07-20T03:10:33.000Z,Easy to use interface for selecting the travel insurance needed for our trip. Customer service responded within 12 hours to a couple questions I had that I couldn't find in the FAQs online. Pricing is very reasonable for the coverage provided.,5,good heymomdo
Yun,KR,2022-07-20T02:59:41.000Z,"Looks good, hopefully we won't need you. 😁",4,A little bit late reply
Carmel Stephen,AE,2022-07-19T19:12:19.000Z,We used the insurance before and with claims. Competitive price for us being seniors.,5,Quick and easy to use.
customer,RO,2022-07-19T19:05:33.000Z,Amazing very simple and easy,5,Fast and easy !
jang,KR,2022-07-19T18:29:53.000Z,Easy to choose a plan right for me. Explanation on coverage is literally easy to understand.,5,Why I gave the highest score
customer,SA,2022-07-19T16:48:44.000Z,"We have been using Heymondo for over 2.5 years now and have processed many successful claims with them. Although they are a newer player in the travel insurance game, their price and coverage is very competitive and what stands out the most to us is the customer service - they truly are there to help you which is absolutely not true with many insurances! We wrote a complete review also which is usually visible on google.",5,First time I make travel insurance in…
customer,KR,2022-07-19T15:25:05.000Z,So simple and I feel confident with having the App handy 24/7,5,It is pretty simple and easy to sign up.
customer,KR,2022-07-19T15:23:52.000Z,Needed additional coverage due to vacation extensions. The service provided was quick and easy to perform.,5,It is easy and simple
customer,KR,2022-07-19T14:24:42.000Z,"Easy , stress free free to use.",5,Simple and nice
customer,KR,2022-07-19T13:24:45.000Z,Good for me happy tour,3,None
ju yeon,KR,2022-07-19T04:32:36.000Z,"Easy and ConvenientIt was easy to set up and easy to make changes. We were happy with the service, thanks!",5,I'm not getting a confirmation code via email.
Jeffrey,JP,2022-07-19T02:14:34.000Z,Used Heymondo for the first time and accidentally got wrong dates on my insurance. I loved that I was able to cancel it and book the correct dates. Unfortunately my trip was postponed and I got refund for both my policies. Customer service was excellent!! Will def go back in the future and recommend to others.,4,Peace of mind
minhae han,KR,2022-07-18T23:30:54.000Z,Quick and easy. We were insured in very short order.,5,Thank you
customer,KR,2022-07-19T15:42:31.000Z,SIMPLE TO COMPLETE AND EASY TO UNDERSTAND,5,I love this service
Jorge,BE,2022-07-19T15:41:26.000Z,"Very easy to go though helmondo & get a travel insurance in 5-10 minutes max.Worldwide 🌐  cover with competitive prices !!! They will  offer you between 3 choices is up to you after.  Feel free to surf around definitely you will back to helmondo,  have a great time & stay safe on yr vacation !!! 😀",5,ID card changed!
Michael,US,2022-07-18T17:10:25.000Z,It is disappointing that I cannot even access it.,5,Easy to sign up and get a reasonable…
